palabra,U2,Michael Jackson,Madonna,Guns N' Roses,Metallica,The Police,Bon Jovi,Duran Duran,The Cure,Prince,Whitney Houston,Depeche Mode,Talking Heads,Tears for Fears,New Order,total
lied,3.0,14.0,14.0,4.0,3.0,0.0,7.0,0.0,0.0,9.0,0.0,2.0,1.0,2.0,0.0,59.0
begging,9.0,11.0,8.0,4.0,0.0,0.0,10.0,1.0,3.0,4.0,0.0,9.0,0.0,0.0,0.0,59.0
tough,7.0,9.0,7.0,1.0,0.0,0.0,19.0,0.0,0.0,11.0,1.0,2.0,0.0,1.0,1.0,59.0
teacher,2.0,0.0,1.0,2.0,0.0,7.0,13.0,2.0,0.0,28.0,2.0,0.0,0.0,2.0,0.0,59.0
problem,3.0,5.0,13.0,4.0,1.0,2.0,1.0,3.0,0.0,12.0,2.0,4.0,4.0,1.0,4.0,59.0
ease,3.0,30.0,1.0,2.0,0.0,0.0,5.0,2.0,1.0,8.0,4.0,0.0,0.0,3.0,0.0,59.0
pony,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,59.0
keys,4.0,0.0,5.0,2.0,0.0,1.0,16.0,0.0,0.0,29.0,0.0,0.0,1.0,1.0,0.0,59.0
cruel,10.0,7.0,5.0,0.0,1.0,2.0,5.0,6.0,1.0,5.0,1.0,6.0,0.0,2.0,8.0,59.0
disease,3.0,3.0,14.0,4.0,2.0,1.0,15.0,1.0,1.0,6.0,0.0,7.0,1.0,1.0,0.0,59.0
dumb,27.0,0.0,1.0,0.0,6.0,1.0,4.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,1.0,59.0
bodies,1.0,0.0,17.0,2.0,9.0,0.0,2.0,1.0,1.0,16.0,1.0,6.0,2.0,0.0,1.0,59.0
sympathy,4.0,1.0,7.0,1.0,1.0,0.0,24.0,7.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,59.0
respect,1.0,3.0,19.0,3.0,6.0,0.0,0.0,0.0,2.0,14.0,5.0,3.0,1.0,0.0,2.0,59.0
eternity,3.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,7.0,25.0,14.0,1.0,1.0,0.0,0.0,58.0
seeing,4.0,12.0,7.0,0.0,9.0,0.0,1.0,0.0,6.0,5.0,2.0,8.0,2.0,0.0,2.0,58.0
whatcha,0.0,3.0,16.0,0.0,0.0,0.0,4.0,2.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,58.0
laughter,4.0,6.0,12.0,0.0,10.0,0.0,4.0,5.0,1.0,11.0,2.0,2.0,1.0,0.0,0.0,58.0
bend,3.0,2.0,16.0,4.0,4.0,2.0,15.0,2.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,58.0
ti,1.0,34.0,14.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
chair,2.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,0.0,31.0,0.0,0.0,1.0,4.0,1.0,58.0
innocence,5.0,0.0,6.0,6.0,5.0,3.0,16.0,8.0,3.0,0.0,0.0,4.0,0.0,1.0,1.0,58.0
l,0.0,1.0,7.0,0.0,2.0,0.0,0.0,31.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,58.0
givin,1.0,7.0,14.0,1.0,0.0,0.0,2.0,0.0,0.0,29.0,2.0,0.0,1.0,1.0,0.0,58.0
quick,8.0,1.0,4.0,1.0,5.0,1.0,0.0,3.0,5.0,20.0,1.0,1.0,0.0,8.0,0.0,58.0
heartache,1.0,5.0,45.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,58.0
exactly,3.0,6.0,27.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,0.0,1.0,58.0
counting,1.0,5.0,8.0,1.0,0.0,1.0,11.0,2.0,0.0,21.0,4.0,1.0,0.0,1.0,2.0,58.0
boots,14.0,0.0,18.0,2.0,4.0,2.0,9.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,58.0
cost,8.0,0.0,19.0,2.0,1.0,0.0,6.0,2.0,0.0,11.0,1.0,2.0,2.0,2.0,2.0,58.0
nine,7.0,14.0,5.0,3.0,2.0,6.0,5.0,8.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,58.0
enjoy,5.0,16.0,7.0,1.0,2.0,0.0,1.0,1.0,2.0,11.0,6.0,2.0,0.0,0.0,4.0,58.0
shop,0.0,1.0,45.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,58.0
growing,10.0,5.0,2.0,1.0,5.0,3.0,3.0,3.0,1.0,9.0,1.0,4.0,6.0,4.0,1.0,58.0
diamonds,3.0,4.0,5.0,1.0,1.0,0.0,13.0,5.0,0.0,22.0,1.0,0.0,1.0,1.0,0.0,57.0
blows,2.0,13.0,2.0,1.0,1.0,3.0,4.0,9.0,2.0,15.0,0.0,0.0,0.0,5.0,0.0,57.0
miracle,21.0,3.0,0.0,1.0,0.0,0.0,15.0,1.0,0.0,2.0,9.0,1.0,0.0,2.0,2.0,57.0
spanish,4.0,0.0,45.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,57.0
loser,2.0,49.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0
doors,6.0,1.0,16.0,3.0,6.0,1.0,6.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,8.0,57.0
bringing,1.0,2.0,12.0,3.0,1.0,10.0,11.0,2.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,57.0
food,3.0,9.0,2.0,1.0,0.0,5.0,0.0,0.0,2.0,17.0,0.0,1.0,5.0,11.0,1.0,57.0
babies,0.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,5.0,34.0,1.0,1.0,1.0,5.0,0.0,57.0
desert,18.0,3.0,11.0,1.0,1.0,10.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,57.0
holds,4.0,0.0,16.0,1.0,8.0,2.0,9.0,1.0,7.0,2.0,3.0,0.0,3.0,1.0,0.0,57.0
suicide,4.0,0.0,1.0,1.0,16.0,1.0,3.0,6.0,2.0,8.0,0.0,0.0,0.0,15.0,0.0,57.0
dreamed,5.0,4.0,10.0,1.0,0.0,1.0,1.0,0.0,13.0,14.0,4.0,0.0,4.0,0.0,0.0,57.0
likes,10.0,8.0,2.0,0.0,3.0,2.0,7.0,4.0,0.0,9.0,1.0,1.0,7.0,0.0,3.0,57.0
plans,2.0,7.0,10.0,3.0,1.0,0.0,9.0,4.0,4.0,8.0,1.0,5.0,2.0,1.0,0.0,57.0
fortune,0.0,13.0,21.0,2.0,10.0,0.0,5.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,56.0
salvation,5.0,4.0,5.0,4.0,3.0,1.0,7.0,1.0,1.0,9.0,2.0,1.0,0.0,1.0,12.0,56.0
steel,12.0,2.0,9.0,0.0,6.0,1.0,10.0,6.0,2.0,2.0,0.0,0.0,2.0,3.0,1.0,56.0
daylight,20.0,2.0,17.0,1.0,0.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,56.0
liberty,5.0,10.0,2.0,0.0,5.0,0.0,1.0,16.0,0.0,4.0,2.0,0.0,1.0,3.0,7.0,56.0
cloud,16.0,3.0,7.0,1.0,4.0,0.0,6.0,5.0,0.0,5.0,0.0,3.0,0.0,6.0,0.0,56.0
dime,3.0,8.0,25.0,5.0,0.0,0.0,3.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,56.0
smooth,0.0,7.0,17.0,0.0,1.0,0.0,2.0,0.0,8.0,8.0,9.0,4.0,0.0,0.0,0.0,56.0
drove,7.0,2.0,13.0,11.0,0.0,1.0,10.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,2.0,56.0
calls,5.0,5.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,14.0,6.0,1.0,3.0,3.0,2.0,56.0
wrote,7.0,7.0,7.0,1.0,0.0,5.0,9.0,0.0,2.0,16.0,0.0,0.0,1.0,0.0,1.0,56.0
however,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,39.0,7.0,0.0,0.0,0.0,0.0,7.0,56.0
began,2.0,10.0,16.0,6.0,2.0,0.0,0.0,2.0,3.0,8.0,4.0,3.0,0.0,0.0,0.0,56.0
madness,1.0,11.0,6.0,2.0,18.0,0.0,0.0,6.0,1.0,1.0,3.0,2.0,0.0,5.0,0.0,56.0
holdin,0.0,16.0,0.0,1.0,0.0,0.0,13.0,4.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,56.0
crack,10.0,3.0,1.0,7.0,4.0,0.0,7.0,2.0,2.0,18.0,0.0,0.0,0.0,2.0,0.0,56.0
rough,2.0,4.0,5.0,2.0,0.0,0.0,17.0,8.0,0.0,9.0,4.0,1.0,2.0,1.0,1.0,56.0
prayers,0.0,9.0,9.0,1.0,4.0,1.0,12.0,1.0,10.0,3.0,1.0,5.0,0.0,0.0,0.0,56.0
runner,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
veins,1.0,2.0,14.0,1.0,7.0,0.0,18.0,0.0,0.0,5.0,0.0,6.0,0.0,1.0,0.0,55.0
guide,4.0,2.0,14.0,0.0,1.0,11.0,5.0,0.0,0.0,7.0,7.0,1.0,3.0,0.0,0.0,55.0
ugly,4.0,0.0,19.0,0.0,0.0,1.0,14.0,0.0,6.0,10.0,0.0,1.0,0.0,0.0,0.0,55.0
bullet,11.0,1.0,9.0,0.0,18.0,0.0,11.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,55.0
curse,4.0,0.0,7.0,0.0,11.0,2.0,14.0,0.0,0.0,11.0,0.0,1.0,0.0,5.0,0.0,55.0
steppin,0.0,1.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,55.0
invisible,4.0,1.0,0.0,0.0,17.0,8.0,1.0,17.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,55.0
mood,0.0,1.0,30.0,0.0,0.0,0.0,0.0,3.0,1.0,18.0,0.0,2.0,0.0,0.0,0.0,55.0
glow,2.0,21.0,16.0,0.0,1.0,1.0,2.0,3.0,5.0,1.0,0.0,2.0,1.0,0.0,0.0,55.0
fuckin,0.0,0.0,4.0,26.0,10.0,2.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,55.0
asking,2.0,12.0,4.0,1.0,2.0,0.0,9.0,5.0,0.0,5.0,11.0,0.0,4.0,0.0,0.0,55.0
crush,2.0,1.0,0.0,1.0,4.0,0.0,4.0,4.0,3.0,30.0,3.0,3.0,0.0,0.0,0.0,55.0
surely,4.0,5.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,31.0,2.0,4.0,1.0,0.0,0.0,55.0
rap,0.0,4.0,3.0,0.0,0.0,0.0,2.0,5.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,55.0
needing,6.0,5.0,36.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,55.0
effect,0.0,28.0,4.0,0.0,0.0,2.0,0.0,1.0,5.0,12.0,0.0,3.0,0.0,0.0,0.0,55.0
voy,0.0,18.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
lesson,0.0,7.0,29.0,0.0,0.0,3.0,5.0,4.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,55.0
senses,2.0,7.0,18.0,0.0,4.0,0.0,0.0,5.0,2.0,2.0,1.0,13.0,1.0,0.0,0.0,55.0
bottle,3.0,1.0,13.0,5.0,2.0,10.0,13.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,55.0
stops,3.0,5.0,0.0,1.0,2.0,0.0,5.0,0.0,8.0,13.0,0.0,1.0,5.0,0.0,11.0,54.0
advice,1.0,3.0,21.0,1.0,0.0,0.0,1.0,4.0,3.0,3.0,2.0,4.0,2.0,9.0,0.0,54.0
sheets,2.0,4.0,17.0,0.0,0.0,0.0,8.0,0.0,0.0,20.0,0.0,3.0,0.0,0.0,0.0,54.0
nigga,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,54.0
tease,2.0,29.0,8.0,1.0,1.0,0.0,1.0,3.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,54.0
sticky,2.0,0.0,36.0,0.0,1.0,0.0,1.0,0.0,6.0,7.0,0.0,0.0,1.0,0.0,0.0,54.0
saving,1.0,19.0,7.0,0.0,0.0,0.0,7.0,4.0,0.0,4.0,11.0,1.0,0.0,0.0,0.0,54.0
painted,19.0,2.0,3.0,0.0,3.0,0.0,8.0,11.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,54.0
stage,1.0,1.0,14.0,1.0,8.0,0.0,3.0,0.0,0.0,18.0,2.0,3.0,1.0,1.0,1.0,54.0
claim,2.0,6.0,6.0,4.0,3.0,3.0,3.0,3.0,0.0,17.0,3.0,1.0,0.0,2.0,1.0,54.0
praying,2.0,1.0,19.0,0.0,1.0,0.0,18.0,0.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,54.0
p,1.0,2.0,2.0,0.0,0.0,0.0,0.0,28.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,54.0
superstar,1.0,2.0,41.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,54.0
borderline,0.0,0.0,33.0,0.0,2.0,0.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
blowing,7.0,4.0,15.0,1.0,1.0,0.0,12.0,4.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,54.0
slide,13.0,0.0,0.0,1.0,1.0,0.0,5.0,3.0,13.0,9.0,0.0,5.0,0.0,4.0,0.0,54.0
freeze,3.0,4.0,1.0,1.0,0.0,1.0,0.0,33.0,0.0,8.0,1.0,1.0,0.0,0.0,1.0,54.0
jean,12.0,28.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,54.0
becomes,0.0,6.0,9.0,0.0,14.0,3.0,4.0,0.0,2.0,7.0,2.0,3.0,0.0,0.0,4.0,54.0
bury,6.0,2.0,3.0,4.0,12.0,3.0,9.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,54.0
older,1.0,7.0,7.0,2.0,0.0,2.0,11.0,1.0,7.0,2.0,0.0,1.0,4.0,9.0,0.0,54.0
system,0.0,7.0,23.0,0.0,0.0,1.0,0.0,2.0,0.0,19.0,0.0,0.0,0.0,2.0,0.0,54.0
crash,5.0,0.0,10.0,3.0,13.0,0.0,10.0,6.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,54.0
burnin,2.0,8.0,18.0,4.0,1.0,0.0,1.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,54.0
shared,1.0,1.0,23.0,3.0,0.0,2.0,4.0,1.0,1.0,7.0,8.0,0.0,1.0,0.0,2.0,54.0
spit,3.0,2.0,1.0,2.0,26.0,0.0,5.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,54.0
startin,0.0,27.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,2.0,0.0,0.0,54.0
boogie,1.0,35.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,54.0
shore,7.0,0.0,6.0,5.0,2.0,2.0,6.0,6.0,0.0,14.0,0.0,1.0,2.0,0.0,2.0,53.0
solo,0.0,3.0,10.0,0.0,7.0,0.0,14.0,1.0,1.0,15.0,2.0,0.0,0.0,0.0,0.0,53.0
rage,19.0,0.0,6.0,0.0,6.0,0.0,0.0,4.0,2.0,7.0,0.0,0.0,0.0,7.0,2.0,53.0
gas,2.0,1.0,2.0,20.0,2.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,53.0
fields,7.0,4.0,0.0,0.0,4.0,18.0,9.0,4.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,53.0
rolling,5.0,0.0,9.0,4.0,5.0,0.0,15.0,3.0,1.0,8.0,0.0,0.0,2.0,1.0,0.0,53.0
mistake,2.0,6.0,13.0,1.0,3.0,1.0,5.0,5.0,2.0,2.0,1.0,2.0,3.0,6.0,1.0,53.0
believed,5.0,2.0,18.0,0.0,1.0,0.0,5.0,0.0,3.0,13.0,4.0,1.0,0.0,0.0,1.0,53.0
mas,0.0,2.0,41.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0
thats,0.0,1.0,1.0,8.0,0.0,0.0,3.0,1.0,1.0,32.0,4.0,1.0,0.0,0.0,1.0,53.0
ima,0.0,2.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,53.0
tide,11.0,1.0,3.0,0.0,2.0,1.0,12.0,3.0,2.0,8.0,0.0,2.0,0.0,8.0,0.0,53.0
bottom,7.0,0.0,7.0,0.0,0.0,1.0,6.0,0.0,0.0,15.0,3.0,6.0,8.0,0.0,0.0,53.0
lela,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
kissed,4.0,7.0,7.0,0.0,0.0,0.0,6.0,0.0,12.0,14.0,0.0,1.0,0.0,0.0,2.0,53.0
saint,5.0,0.0,11.0,1.0,13.0,0.0,12.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,53.0
hill,20.0,2.0,3.0,1.0,4.0,2.0,10.0,2.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,53.0
faz,0.0,0.0,48.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0
kingdom,6.0,10.0,8.0,0.0,3.0,0.0,3.0,0.0,0.0,21.0,0.0,2.0,0.0,0.0,0.0,53.0
horny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,1.0,1.0,0.0,0.0,53.0
spanky,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
endless,0.0,0.0,8.0,1.0,15.0,3.0,4.0,1.0,3.0,3.0,4.0,6.0,1.0,1.0,2.0,52.0
bible,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.0,2.0,0.0,4.0,0.0,52.0
waited,5.0,12.0,4.0,0.0,0.0,0.0,3.0,4.0,12.0,4.0,7.0,1.0,0.0,0.0,0.0,52.0
paint,8.0,6.0,0.0,3.0,3.0,1.0,9.0,2.0,4.0,12.0,0.0,0.0,1.0,3.0,0.0,52.0
hip,1.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,41.0,0.0,2.0,0.0,0.0,0.0,52.0
remind,0.0,4.0,20.0,1.0,5.0,1.0,9.0,1.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,52.0
shape,5.0,0.0,1.0,1.0,8.0,2.0,3.0,5.0,7.0,5.0,2.0,1.0,4.0,7.0,1.0,52.0
writing,0.0,7.0,3.0,0.0,2.0,2.0,11.0,0.0,2.0,10.0,13.0,0.0,1.0,0.0,1.0,52.0
heyeyeyeyeyey,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0
ba,0.0,0.0,45.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0
spin,10.0,5.0,0.0,4.0,1.0,0.0,12.0,5.0,5.0,4.0,0.0,0.0,3.0,2.0,1.0,52.0
difference,3.0,2.0,13.0,3.0,2.0,1.0,5.0,1.0,5.0,8.0,4.0,0.0,5.0,0.0,0.0,52.0
bottles,1.0,0.0,49.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0
names,4.0,0.0,14.0,2.0,0.0,0.0,10.0,3.0,4.0,8.0,1.0,1.0,5.0,0.0,0.0,52.0
fallen,13.0,0.0,8.0,6.0,9.0,4.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,52.0
tip,0.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,39.0,0.0,1.0,4.0,0.0,0.0,52.0
sometime,1.0,4.0,0.0,4.0,0.0,0.0,1.0,2.0,5.0,26.0,1.0,8.0,0.0,0.0,0.0,52.0
sink,2.0,0.0,20.0,0.0,3.0,3.0,6.0,0.0,2.0,5.0,0.0,1.0,2.0,8.0,0.0,52.0
throne,2.0,1.0,25.0,0.0,8.0,1.0,1.0,0.0,0.0,3.0,8.0,1.0,1.0,0.0,1.0,52.0
beach,7.0,4.0,2.0,1.0,3.0,1.0,16.0,6.0,7.0,3.0,0.0,1.0,0.0,0.0,1.0,52.0
shelter,7.0,1.0,7.0,1.0,5.0,1.0,9.0,12.0,0.0,1.0,5.0,0.0,0.0,3.0,0.0,52.0
driver,0.0,4.0,11.0,3.0,2.0,0.0,1.0,1.0,0.0,29.0,0.0,0.0,1.0,0.0,0.0,52.0
self,5.0,7.0,3.0,1.0,12.0,1.0,2.0,3.0,0.0,13.0,3.0,0.0,0.0,1.0,1.0,52.0
chose,0.0,0.0,30.0,2.0,0.0,0.0,3.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,5.0,52.0
opened,4.0,4.0,13.0,2.0,3.0,1.0,5.0,1.0,5.0,7.0,0.0,5.0,0.0,1.0,1.0,52.0
birthday,4.0,9.0,15.0,0.0,0.0,1.0,1.0,6.0,4.0,6.0,0.0,0.0,1.0,4.0,1.0,52.0
rd,0.0,1.0,0.0,0.0,32.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,52.0
direction,8.0,2.0,18.0,0.0,4.0,0.0,0.0,2.0,2.0,9.0,2.0,0.0,3.0,0.0,1.0,51.0
heavenly,1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,4.0,5.0,0.0,1.0,1.0,51.0
hunger,6.0,3.0,4.0,2.0,11.0,1.0,5.0,3.0,2.0,9.0,2.0,2.0,0.0,1.0,0.0,51.0
steps,1.0,2.0,16.0,1.0,1.0,2.0,3.0,0.0,7.0,10.0,0.0,1.0,0.0,1.0,6.0,51.0
crawling,11.0,0.0,0.0,0.0,20.0,0.0,4.0,9.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,51.0
swim,6.0,2.0,9.0,0.0,1.0,0.0,4.0,7.0,7.0,4.0,0.0,3.0,2.0,6.0,0.0,51.0
modern,1.0,2.0,40.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,51.0
shed,5.0,5.0,2.0,2.0,1.0,0.0,8.0,3.0,0.0,12.0,8.0,2.0,1.0,1.0,1.0,51.0
understanding,0.0,2.0,25.0,0.0,1.0,0.0,2.0,3.0,1.0,9.0,0.0,3.0,2.0,3.0,0.0,51.0
flower,6.0,3.0,13.0,0.0,0.0,4.0,1.0,2.0,0.0,20.0,0.0,1.0,1.0,0.0,0.0,51.0
reaching,0.0,7.0,0.0,0.0,5.0,2.0,14.0,10.0,0.0,2.0,3.0,6.0,2.0,0.0,0.0,51.0
listening,6.0,1.0,5.0,1.0,4.0,0.0,4.0,2.0,4.0,13.0,2.0,4.0,2.0,2.0,1.0,51.0
mountains,6.0,4.0,1.0,0.0,2.0,1.0,8.0,3.0,0.0,9.0,6.0,3.0,1.0,6.0,1.0,51.0
accept,2.0,0.0,37.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,2.0,0.0,1.0,0.0,51.0
shows,6.0,10.0,12.0,4.0,2.0,0.0,2.0,2.0,1.0,5.0,5.0,0.0,1.0,0.0,1.0,51.0
wasting,2.0,1.0,12.0,0.0,1.0,0.0,3.0,3.0,6.0,14.0,0.0,4.0,3.0,2.0,0.0,51.0
partyman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,51.0
seek,3.0,1.0,4.0,2.0,25.0,3.0,5.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,51.0
colours,16.0,0.0,0.0,0.0,2.0,0.0,1.0,11.0,13.0,0.0,1.0,3.0,0.0,3.0,1.0,51.0
bound,3.0,5.0,9.0,0.0,3.0,1.0,0.0,4.0,0.0,16.0,2.0,7.0,0.0,1.0,0.0,51.0
fake,3.0,2.0,7.0,3.0,2.0,4.0,4.0,7.0,2.0,15.0,0.0,1.0,0.0,1.0,0.0,51.0
offer,3.0,0.0,1.0,1.0,3.0,3.0,11.0,0.0,4.0,21.0,0.0,3.0,1.0,0.0,0.0,51.0
loaded,1.0,1.0,19.0,4.0,1.0,0.0,13.0,6.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,51.0
troubles,3.0,6.0,12.0,1.0,2.0,1.0,5.0,2.0,0.0,4.0,12.0,3.0,0.0,0.0,0.0,51.0
pue,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0
chocolate,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,1.0,0.0,0.0,50.0
laid,2.0,1.0,6.0,3.0,0.0,1.0,5.0,1.0,7.0,10.0,1.0,5.0,1.0,5.0,2.0,50.0
weather,6.0,0.0,6.0,0.0,0.0,2.0,2.0,2.0,1.0,9.0,4.0,1.0,7.0,7.0,3.0,50.0
bigger,13.0,11.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,9.0,4.0,0.0,1.0,1.0,0.0,50.0
crystal,3.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0,2.0,32.0,1.0,0.0,0.0,0.0,3.0,50.0
stones,5.0,4.0,1.0,0.0,2.0,3.0,5.0,18.0,4.0,3.0,0.0,0.0,2.0,3.0,0.0,50.0
abandoned,1.0,1.0,38.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,50.0
couple,3.0,3.0,2.0,1.0,0.0,0.0,13.0,0.0,0.0,26.0,0.0,0.0,2.0,0.0,0.0,50.0
anytime,1.0,5.0,1.0,1.0,0.0,7.0,4.0,0.0,1.0,6.0,19.0,0.0,2.0,0.0,3.0,50.0
heads,2.0,8.0,8.0,5.0,4.0,1.0,4.0,5.0,2.0,4.0,0.0,2.0,3.0,2.0,0.0,50.0
perfume,1.0,3.0,19.0,2.0,0.0,0.0,6.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,50.0
early,3.0,4.0,0.0,3.0,2.0,1.0,5.0,6.0,1.0,18.0,2.0,0.0,0.0,3.0,2.0,50.0
shines,10.0,8.0,5.0,0.0,0.0,0.0,5.0,1.0,9.0,8.0,1.0,1.0,1.0,0.0,1.0,50.0
able,6.0,2.0,4.0,0.0,2.0,1.0,1.0,1.0,1.0,26.0,3.0,1.0,1.0,1.0,0.0,50.0
favorite,1.0,1.0,10.0,0.0,0.0,1.0,13.0,0.0,3.0,17.0,0.0,0.0,4.0,0.0,0.0,50.0
cigarette,5.0,0.0,0.0,8.0,1.0,2.0,22.0,3.0,1.0,3.0,0.0,0.0,1.0,4.0,0.0,50.0
screen,2.0,15.0,2.0,3.0,1.0,0.0,2.0,8.0,2.0,8.0,2.0,4.0,0.0,0.0,1.0,50.0
