palabra,The Beatles,The Rolling Stones,Beach Boys,The Who,The Doors,Led Zeppelin,Jimi Hendrix,Pink Floyd,Velvet Underground,Byrds,The Kinks,The Temptations,The Supremes,The Animals,The Yardbirds,total
zone,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,22.0
office,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,22.0
fog,1.0,1.0,5.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,22.0
letters,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,2.0,1.0,1.0,22.0
rains,3.0,5.0,4.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,22.0
chasing,2.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,22.0
cheat,4.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,22.0
tracks,1.0,4.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,2.0,1.0,0.0,22.0
tuesday,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,1.0,2.0,1.0,22.0
dreamin,7.0,1.0,6.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0
keys,2.0,13.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0
forgot,3.0,1.0,7.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,22.0
honky,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,22.0
ass,0.0,11.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,22.0
confess,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,3.0,0.0,0.0,22.0
drums,1.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,4.0,1.0,0.0,1.0,0.0,3.0,22.0
perhaps,0.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,7.0,0.0,3.0,1.0,1.0,22.0
match,3.0,2.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,22.0
riot,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0
wrapped,3.0,4.0,0.0,5.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,22.0
chicks,11.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,22.0
dyin,0.0,4.0,1.0,0.0,5.0,5.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,22.0
sending,2.0,10.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,22.0
dandelion,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0
etc,0.0,2.0,1.0,5.0,0.0,0.0,7.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,22.0
problem,1.0,4.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,4.0,22.0
deaf,0.0,1.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,22.0
juice,0.0,8.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,22.0
reverse,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
jar,7.0,4.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,22.0
bald,0.0,0.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,22.0
writer,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
younger,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0,1.0,0.0,0.0,21.0
private,0.0,2.0,8.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,21.0
cincinnati,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
pair,8.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,21.0
soothe,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,1.0,21.0
sinking,0.0,3.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,5.0,21.0
maker,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,9.0,0.0,1.0,0.0,0.0,21.0
joshin,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
dice,3.0,9.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
truckin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,21.0
untrue,0.0,3.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,21.0
hippy,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
closed,2.0,2.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,5.0,0.0,0.0,3.0,1.0,21.0
common,5.0,5.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,21.0
joob,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
honk,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
ahhhh,1.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
joneses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,21.0
engine,1.0,2.0,4.0,7.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,21.0
bleed,0.0,6.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,21.0
circles,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,21.0
morecambe,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
leading,1.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,21.0
gloom,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,4.0,1.0,1.0,4.0,1.0,21.0
county,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,4.0,0.0,21.0
ringo,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
mistakes,0.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,3.0,1.0,0.0,0.0,21.0
suffer,0.0,3.0,5.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,21.0
funk,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,21.0
ambition,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,13.0,0.0,3.0,0.0,0.0,21.0
listened,1.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,5.0,0.0,21.0
david,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,0.0,0.0,21.0
sets,2.0,0.0,9.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,21.0
lisa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,21.0
dunce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,21.0
crawly,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0
charlie,4.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,2.0,0.0,21.0
hero,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,2.0,0.0,21.0
society,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,3.0,0.0,0.0,21.0
affection,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,9.0,0.0,0.0,21.0
dj,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,8.0,0.0,0.0,21.0
ashamed,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,2.0,1.0,1.0,21.0
troubled,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,7.0,0.0,1.0,21.0
information,4.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,5.0,0.0,21.0
fake,0.0,2.0,0.0,1.0,2.0,5.0,1.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,0.0,21.0
unknown,0.0,4.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,21.0
belongs,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,0.0,0.0,21.0
ridin,2.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,21.0
gallon,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,21.0
eternity,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,1.0,1.0,0.0,21.0
travelling,4.0,7.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,21.0
neon,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,11.0,2.0,0.0,1.0,0.0,21.0
wonders,2.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,9.0,2.0,0.0,21.0
taxman,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,21.0
bloody,3.0,2.0,0.0,3.0,3.0,0.0,2.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,21.0
brush,0.0,4.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,21.0
orange,1.0,0.0,6.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,21.0
rainbows,3.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,21.0
anna,9.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,21.0
balls,0.0,10.0,3.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0
dull,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,9.0,2.0,0.0,1.0,0.0,21.0
deuce,0.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
complicated,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,21.0
england,4.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,0.0,3.0,0.0,21.0
religion,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,2.0,0.0,21.0
tin,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1.0,0.0,21.0
depend,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,1.0,0.0,21.0
mail,2.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,21.0
ate,1.0,3.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,20.0
solution,2.0,1.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0
soldiers,0.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,1.0,6.0,0.0,0.0,2.0,0.0,20.0
social,1.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,20.0
parts,1.0,6.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,20.0
books,2.0,4.0,2.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,20.0
keith,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0
drummer,0.0,6.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,20.0
queenie,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
square,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,2.0,4.0,20.0
embrace,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,3.0,4.0,2.0,0.0,20.0
ivy,0.0,14.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0
ohhh,0.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,1.0,20.0
helped,0.0,2.0,2.0,6.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,20.0
ooooooo,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
timin,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
government,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,15.0,0.0,0.0,2.0,0.0,20.0
bip,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
uncle,4.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,20.0
exist,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,5.0,0.0,0.0,20.0
nick,0.0,0.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0
painted,0.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,20.0
chest,0.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,3.0,20.0
senses,0.0,7.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,20.0
fence,0.0,10.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,20.0
linger,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,1.0,20.0
lately,1.0,1.0,4.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,20.0
badly,1.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,20.0
searchin,3.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,0.0,20.0
sideways,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0
weekend,0.0,2.0,9.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,20.0
flew,1.0,3.0,6.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0
reaching,0.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,2.0,3.0,0.0,0.0,20.0
national,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,20.0
hug,2.0,2.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,20.0
jean,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,2.0,0.0,0.0,20.0
rudolph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,6.0,0.0,0.0,20.0
satellite,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
matters,0.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,20.0
moan,4.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,20.0
bills,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,20.0
enjoy,6.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,20.0
tighter,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,10.0,0.0,1.0,20.0
hound,0.0,6.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,20.0
vegetable,0.0,0.0,7.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
row,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,2.0,0.0,20.0
trusted,0.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,4.0,7.0,0.0,0.0,1.0,0.0,20.0
breakdown,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,20.0
undercover,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0
charm,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,2.0,0.0,0.0,20.0
yoyo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
involved,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,7.0,20.0
houses,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,1.0,0.0,20.0
fallen,0.0,2.0,10.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,20.0
believes,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,20.0
bome,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
cities,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,20.0
sweetest,1.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,2.0,20.0
rape,0.0,2.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,20.0
jungle,1.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,20.0
speaking,8.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,2.0,20.0
riders,0.0,1.0,0.0,0.0,14.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,20.0
switch,0.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,20.0
bitter,0.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,2.0,2.0,0.0,1.0,20.0
crash,1.0,4.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,20.0
total,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,20.0
washed,1.0,6.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,20.0
je,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
shape,0.0,4.0,2.0,0.0,3.0,1.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,20.0
upside,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,20.0
holler,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,3.0,4.0,0.0,4.0,1.0,0.0,0.0,20.0
komm,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
drank,1.0,2.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,3.0,6.0,1.0,0.0,1.0,0.0,20.0
question,0.0,5.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,4.0,1.0,1.0,1.0,0.0,20.0
tension,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,20.0
traveling,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,20.0
sharp,1.0,14.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
card,6.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,19.0
rat,0.0,4.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,19.0
predictable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,19.0
eyed,0.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,19.0
emotional,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,0.0,0.0,0.0,19.0
prison,0.0,4.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,19.0
bernadette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,19.0
demon,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,19.0
homely,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0
messin,0.0,1.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,19.0
clover,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,7.0,3.0,2.0,1.0,1.0,0.0,0.0,19.0
trace,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,3.0,1.0,19.0
jeans,4.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,19.0
smells,0.0,6.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,19.0
indeed,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,19.0
burden,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,19.0
reeling,0.0,6.0,0.0,1.0,0.0,5.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,19.0
crosstown,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
ow,6.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,19.0
melvin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,19.0
sails,5.0,1.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0
cash,0.0,3.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,19.0
allright,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
treated,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,4.0,0.0,0.0,19.0
madly,1.0,5.0,4.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,19.0
boogie,0.0,13.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0
yesterdays,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,19.0
twentieth,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,19.0
