palabra,Nirvana,Pearl Jam,Red Hot Chili Peppers,Oasis,Radiohead,Green Day,R.E.M.,Foo Fighters,Beastie Boys,Nine Inch Nails,Blur,Weezer,No Doubt,Smashing Pumpkins,Soundgarden,total
walking,3.0,20.0,23.0,19.0,22.0,31.0,15.0,10.0,12.0,2.0,8.0,16.0,10.0,16.0,8.0,215.0
sad,17.0,17.0,24.0,4.0,5.0,10.0,32.0,0.0,5.0,2.0,17.0,34.0,16.0,27.0,3.0,213.0
burn,3.0,15.0,13.0,7.0,14.0,18.0,14.0,54.0,7.0,14.0,0.0,9.0,4.0,28.0,13.0,213.0
shine,8.0,20.0,25.0,33.0,1.0,3.0,7.0,7.0,12.0,2.0,8.0,14.0,4.0,68.0,1.0,213.0
kind,8.0,29.0,43.0,10.0,2.0,18.0,16.0,10.0,17.0,5.0,1.0,17.0,17.0,17.0,3.0,213.0
fine,11.0,6.0,41.0,10.0,1.0,10.0,49.0,16.0,11.0,1.0,9.0,19.0,21.0,8.0,0.0,213.0
late,4.0,17.0,13.0,7.0,22.0,35.0,28.0,6.0,8.0,5.0,10.0,21.0,7.0,21.0,9.0,213.0
bed,6.0,21.0,22.0,22.0,16.0,17.0,11.0,21.0,9.0,7.0,13.0,14.0,4.0,16.0,11.0,210.0
whoa,4.0,20.0,22.0,0.0,1.0,11.0,12.0,57.0,2.0,14.0,0.0,60.0,7.0,0.0,0.0,210.0
meet,6.0,9.0,20.0,6.0,10.0,30.0,20.0,29.0,3.0,4.0,6.0,37.0,17.0,13.0,0.0,210.0
hot,6.0,9.0,63.0,0.0,4.0,8.0,11.0,2.0,32.0,5.0,7.0,32.0,14.0,11.0,5.0,209.0
throw,4.0,12.0,18.0,8.0,6.0,24.0,41.0,4.0,21.0,5.0,2.0,18.0,17.0,5.0,24.0,209.0
upon,2.0,24.0,29.0,12.0,10.0,10.0,6.0,18.0,7.0,7.0,18.0,18.0,5.0,38.0,5.0,209.0
matter,4.0,14.0,15.0,26.0,9.0,14.0,5.0,43.0,3.0,10.0,1.0,23.0,10.0,19.0,12.0,208.0
tears,1.0,13.0,25.0,11.0,7.0,12.0,6.0,13.0,3.0,4.0,2.0,16.0,10.0,75.0,9.0,207.0
close,10.0,23.0,37.0,1.0,2.0,25.0,23.0,18.0,1.0,3.0,20.0,10.0,13.0,16.0,5.0,207.0
heard,6.0,17.0,29.0,31.0,3.0,18.0,11.0,14.0,17.0,7.0,5.0,20.0,2.0,14.0,13.0,207.0
money,9.0,19.0,7.0,13.0,8.0,24.0,16.0,7.0,51.0,8.0,18.0,9.0,8.0,7.0,2.0,206.0
soon,6.0,34.0,17.0,10.0,5.0,47.0,26.0,5.0,0.0,4.0,9.0,10.0,7.0,19.0,5.0,204.0
lover,4.0,3.0,44.0,14.0,1.0,1.0,6.0,11.0,5.0,5.0,3.0,19.0,27.0,54.0,7.0,204.0
dirty,12.0,42.0,35.0,6.0,3.0,31.0,0.0,25.0,4.0,7.0,10.0,5.0,3.0,10.0,10.0,203.0
arms,1.0,45.0,3.0,0.0,26.0,22.0,17.0,13.0,2.0,11.0,3.0,28.0,1.0,23.0,8.0,203.0
sit,12.0,10.0,28.0,12.0,30.0,28.0,22.0,8.0,13.0,0.0,3.0,14.0,13.0,8.0,1.0,202.0
tired,3.0,20.0,18.0,15.0,1.0,15.0,21.0,42.0,4.0,4.0,5.0,24.0,7.0,16.0,7.0,202.0
king,3.0,4.0,33.0,3.0,2.0,39.0,10.0,6.0,42.0,1.0,0.0,35.0,6.0,5.0,11.0,200.0
rest,2.0,8.0,29.0,16.0,10.0,23.0,8.0,28.0,11.0,2.0,5.0,13.0,12.0,20.0,12.0,199.0
red,0.0,19.0,64.0,3.0,9.0,14.0,16.0,7.0,13.0,3.0,9.0,9.0,16.0,7.0,9.0,198.0
mother,6.0,19.0,33.0,2.0,7.0,20.0,6.0,23.0,19.0,1.0,6.0,4.0,2.0,25.0,24.0,197.0
afraid,23.0,3.0,30.0,1.0,5.0,5.0,24.0,11.0,3.0,15.0,1.0,37.0,3.0,25.0,9.0,195.0
pay,4.0,7.0,17.0,6.0,4.0,22.0,14.0,9.0,42.0,5.0,2.0,16.0,7.0,5.0,34.0,194.0
anymore,1.0,5.0,19.0,12.0,3.0,10.0,13.0,10.0,0.0,43.0,33.0,23.0,6.0,13.0,3.0,194.0
fun,22.0,4.0,20.0,14.0,2.0,21.0,27.0,5.0,6.0,14.0,12.0,35.0,5.0,4.0,3.0,194.0
next,5.0,20.0,28.0,5.0,6.0,15.0,3.0,36.0,19.0,5.0,4.0,27.0,10.0,9.0,2.0,194.0
seems,9.0,28.0,11.0,13.0,4.0,23.0,13.0,14.0,5.0,16.0,13.0,23.0,5.0,11.0,6.0,194.0
lay,8.0,25.0,39.0,9.0,2.0,14.0,26.0,15.0,2.0,0.0,0.0,18.0,3.0,23.0,8.0,192.0
years,8.0,15.0,17.0,12.0,6.0,20.0,25.0,14.0,10.0,3.0,3.0,17.0,10.0,16.0,16.0,192.0
moon,3.0,31.0,28.0,9.0,14.0,8.0,30.0,12.0,2.0,2.0,6.0,4.0,1.0,34.0,7.0,191.0
death,19.0,17.0,21.0,1.0,4.0,33.0,10.0,26.0,4.0,2.0,5.0,1.0,1.0,31.0,15.0,190.0
making,0.0,7.0,15.0,14.0,4.0,48.0,3.0,7.0,24.0,2.0,18.0,20.0,18.0,4.0,6.0,190.0
summer,1.0,7.0,22.0,7.0,1.0,12.0,17.0,10.0,3.0,1.0,7.0,67.0,11.0,20.0,3.0,189.0
part,0.0,15.0,37.0,9.0,4.0,19.0,12.0,13.0,5.0,24.0,5.0,8.0,3.0,32.0,2.0,188.0
strong,0.0,10.0,46.0,15.0,5.0,5.0,32.0,4.0,17.0,4.0,6.0,13.0,0.0,18.0,13.0,188.0
miss,17.0,16.0,12.0,7.0,4.0,26.0,14.0,22.0,6.0,0.0,10.0,21.0,7.0,18.0,8.0,188.0
though,2.0,10.0,12.0,13.0,21.0,7.0,8.0,20.0,8.0,3.0,6.0,33.0,8.0,26.0,10.0,187.0
went,7.0,19.0,7.0,3.0,12.0,30.0,18.0,7.0,36.0,2.0,5.0,22.0,8.0,3.0,7.0,186.0
pretty,19.0,8.0,16.0,3.0,10.0,21.0,18.0,13.0,12.0,10.0,3.0,26.0,5.0,9.0,13.0,186.0
understand,3.0,12.0,11.0,16.0,9.0,25.0,19.0,7.0,3.0,10.0,8.0,20.0,5.0,30.0,8.0,186.0
touch,5.0,20.0,19.0,8.0,6.0,7.0,12.0,13.0,14.0,7.0,12.0,23.0,4.0,26.0,9.0,185.0
work,7.0,8.0,12.0,5.0,4.0,8.0,19.0,11.0,31.0,2.0,21.0,26.0,22.0,4.0,3.0,183.0
set,10.0,26.0,22.0,5.0,7.0,7.0,16.0,8.0,37.0,3.0,1.0,3.0,10.0,26.0,2.0,183.0
wants,12.0,18.0,19.0,1.0,13.0,16.0,15.0,11.0,6.0,14.0,9.0,22.0,4.0,21.0,1.0,182.0
hurt,10.0,17.0,16.0,4.0,7.0,7.0,18.0,1.0,1.0,16.0,13.0,45.0,3.0,22.0,2.0,182.0
mike,0.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0
water,5.0,8.0,37.0,2.0,9.0,5.0,35.0,14.0,14.0,0.0,6.0,7.0,4.0,2.0,32.0,180.0
somebody,3.0,11.0,26.0,2.0,0.0,18.0,6.0,51.0,3.0,14.0,2.0,33.0,2.0,1.0,7.0,179.0
goodbye,4.0,12.0,21.0,15.0,1.0,25.0,9.0,40.0,2.0,13.0,9.0,13.0,0.0,13.0,1.0,178.0
taking,6.0,17.0,10.0,10.0,10.0,38.0,5.0,28.0,12.0,3.0,6.0,12.0,4.0,17.0,0.0,178.0
whole,12.0,40.0,11.0,8.0,4.0,22.0,6.0,2.0,17.0,9.0,10.0,12.0,2.0,16.0,7.0,178.0
calling,0.0,16.0,27.0,11.0,3.0,21.0,35.0,28.0,3.0,15.0,3.0,2.0,5.0,6.0,3.0,178.0
house,8.0,10.0,6.0,4.0,13.0,11.0,27.0,7.0,35.0,2.0,19.0,22.0,5.0,6.0,3.0,178.0
kids,4.0,17.0,20.0,10.0,9.0,21.0,20.0,28.0,5.0,0.0,3.0,20.0,3.0,16.0,0.0,176.0
kill,13.0,10.0,21.0,1.0,9.0,42.0,5.0,2.0,6.0,6.0,5.0,13.0,7.0,12.0,24.0,176.0
kick,0.0,11.0,29.0,3.0,5.0,18.0,5.0,2.0,55.0,0.0,3.0,32.0,4.0,2.0,6.0,175.0
hole,3.0,8.0,29.0,14.0,10.0,6.0,9.0,2.0,2.0,16.0,5.0,9.0,3.0,25.0,34.0,175.0
war,2.0,32.0,16.0,1.0,6.0,23.0,11.0,39.0,10.0,3.0,7.0,5.0,4.0,2.0,12.0,173.0
street,6.0,10.0,21.0,6.0,4.0,34.0,25.0,8.0,14.0,3.0,22.0,8.0,3.0,4.0,4.0,172.0
game,1.0,11.0,17.0,5.0,1.0,3.0,8.0,7.0,54.0,4.0,4.0,29.0,10.0,16.0,1.0,171.0
chance,3.0,9.0,13.0,6.0,6.0,11.0,39.0,7.0,10.0,4.0,2.0,26.0,9.0,18.0,8.0,171.0
sick,2.0,18.0,18.0,4.0,4.0,48.0,6.0,15.0,9.0,4.0,3.0,12.0,12.0,7.0,9.0,171.0
ask,5.0,10.0,29.0,14.0,3.0,14.0,11.0,11.0,19.0,6.0,4.0,17.0,3.0,23.0,2.0,171.0
fucking,9.0,18.0,9.0,1.0,8.0,53.0,0.0,9.0,8.0,40.0,3.0,1.0,0.0,7.0,4.0,170.0
gets,1.0,19.0,30.0,2.0,4.0,14.0,3.0,19.0,21.0,11.0,19.0,6.0,4.0,4.0,12.0,169.0
eye,4.0,18.0,21.0,14.0,7.0,14.0,24.0,4.0,7.0,6.0,3.0,11.0,5.0,7.0,23.0,168.0
wonder,1.0,9.0,25.0,19.0,0.0,21.0,17.0,12.0,5.0,2.0,2.0,20.0,4.0,30.0,1.0,168.0
lot,4.0,11.0,18.0,9.0,0.0,7.0,25.0,10.0,27.0,5.0,8.0,27.0,8.0,7.0,2.0,168.0
beautiful,4.0,12.0,9.0,2.0,18.0,4.0,26.0,19.0,3.0,4.0,6.0,31.0,1.0,26.0,2.0,167.0
breath,2.0,22.0,6.0,4.0,2.0,12.0,20.0,66.0,5.0,5.0,5.0,1.0,0.0,14.0,3.0,167.0
feet,1.0,19.0,15.0,11.0,7.0,14.0,25.0,5.0,8.0,3.0,10.0,13.0,14.0,8.0,14.0,167.0
reason,10.0,12.0,36.0,6.0,4.0,13.0,13.0,21.0,6.0,8.0,1.0,11.0,11.0,12.0,3.0,167.0
three,10.0,10.0,14.0,8.0,5.0,8.0,15.0,1.0,52.0,0.0,5.0,12.0,5.0,14.0,8.0,167.0
waste,3.0,6.0,6.0,16.0,3.0,54.0,16.0,17.0,5.0,2.0,1.0,15.0,3.0,18.0,2.0,167.0
guess,5.0,15.0,34.0,9.0,4.0,15.0,20.0,6.0,9.0,12.0,0.0,14.0,13.0,6.0,4.0,166.0
wind,5.0,16.0,16.0,9.0,7.0,6.0,23.0,20.0,4.0,2.0,2.0,14.0,5.0,21.0,16.0,166.0
bit,2.0,8.0,30.0,2.0,18.0,11.0,6.0,14.0,6.0,6.0,3.0,22.0,17.0,10.0,11.0,166.0
lights,6.0,13.0,8.0,9.0,17.0,34.0,10.0,15.0,10.0,4.0,6.0,11.0,7.0,11.0,5.0,166.0
slow,4.0,8.0,53.0,3.0,14.0,4.0,5.0,5.0,11.0,0.0,4.0,18.0,4.0,22.0,10.0,165.0
car,1.0,7.0,17.0,23.0,16.0,9.0,6.0,9.0,23.0,3.0,14.0,24.0,2.0,7.0,4.0,165.0
white,3.0,12.0,25.0,4.0,14.0,7.0,4.0,12.0,23.0,4.0,12.0,13.0,4.0,21.0,6.0,164.0
air,2.0,14.0,11.0,10.0,7.0,5.0,36.0,20.0,4.0,0.0,11.0,14.0,4.0,13.0,13.0,164.0
shout,3.0,4.0,12.0,18.0,1.0,80.0,8.0,7.0,17.0,1.0,1.0,11.0,0.0,1.0,0.0,164.0
radio,0.0,3.0,14.0,3.0,21.0,24.0,32.0,4.0,2.0,1.0,5.0,15.0,0.0,39.0,0.0,163.0
floor,3.0,12.0,10.0,10.0,3.0,12.0,16.0,17.0,17.0,12.0,3.0,23.0,3.0,6.0,16.0,163.0
wave,6.0,28.0,19.0,3.0,2.0,0.0,4.0,1.0,10.0,10.0,0.0,3.0,1.0,6.0,70.0,163.0
keeps,22.0,15.0,1.0,8.0,7.0,8.0,15.0,13.0,2.0,33.0,14.0,4.0,9.0,4.0,7.0,162.0
repeat,0.0,2.0,13.0,0.0,0.0,4.0,61.0,2.0,35.0,3.0,3.0,3.0,17.0,2.0,16.0,161.0
pass,4.0,29.0,7.0,7.0,4.0,12.0,9.0,18.0,35.0,1.0,7.0,7.0,4.0,11.0,6.0,161.0
skin,5.0,9.0,24.0,6.0,6.0,7.0,8.0,37.0,5.0,26.0,0.0,9.0,1.0,13.0,5.0,161.0
caught,3.0,11.0,8.0,10.0,6.0,8.0,15.0,10.0,28.0,6.0,6.0,12.0,18.0,9.0,10.0,160.0
funky,0.0,1.0,59.0,1.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,5.0,0.0,0.0,0.0,160.0
outside,8.0,7.0,15.0,11.0,3.0,16.0,11.0,24.0,8.0,2.0,6.0,14.0,2.0,22.0,11.0,160.0
hit,5.0,10.0,26.0,6.0,5.0,14.0,19.0,6.0,18.0,0.0,2.0,24.0,1.0,1.0,23.0,160.0
shake,18.0,27.0,17.0,29.0,2.0,3.0,6.0,9.0,9.0,8.0,2.0,7.0,10.0,8.0,3.0,158.0
hang,9.0,3.0,1.0,1.0,0.0,4.0,22.0,21.0,4.0,1.0,10.0,52.0,6.0,19.0,5.0,158.0
lives,2.0,9.0,12.0,24.0,4.0,19.0,11.0,8.0,2.0,4.0,25.0,13.0,7.0,11.0,7.0,158.0
drink,9.0,21.0,12.0,5.0,3.0,12.0,16.0,10.0,24.0,3.0,11.0,17.0,4.0,5.0,5.0,157.0
looks,7.0,14.0,26.0,3.0,5.0,15.0,9.0,5.0,3.0,5.0,24.0,11.0,2.0,9.0,19.0,157.0
holding,0.0,21.0,4.0,3.0,10.0,9.0,18.0,27.0,3.0,5.0,9.0,21.0,16.0,9.0,1.0,156.0
sea,1.0,24.0,26.0,16.0,10.0,6.0,17.0,7.0,1.0,3.0,14.0,15.0,3.0,6.0,7.0,156.0
sunday,17.0,3.0,27.0,7.0,33.0,5.0,6.0,17.0,2.0,0.0,14.0,6.0,3.0,16.0,0.0,156.0
gun,20.0,16.0,14.0,4.0,4.0,19.0,3.0,15.0,18.0,20.0,5.0,0.0,2.0,7.0,9.0,156.0
someday,20.0,34.0,17.0,12.0,0.0,18.0,1.0,11.0,5.0,1.0,1.0,16.0,10.0,5.0,4.0,155.0
step,4.0,7.0,23.0,9.0,2.0,8.0,23.0,6.0,35.0,11.0,1.0,12.0,8.0,4.0,2.0,155.0
peace,2.0,11.0,41.0,7.0,4.0,12.0,3.0,11.0,15.0,2.0,1.0,24.0,1.0,18.0,3.0,155.0
burning,0.0,7.0,15.0,5.0,7.0,30.0,23.0,19.0,1.0,3.0,3.0,14.0,3.0,6.0,18.0,154.0
child,1.0,15.0,23.0,12.0,6.0,10.0,6.0,1.0,2.0,0.0,4.0,9.0,2.0,26.0,36.0,153.0
seem,3.0,26.0,4.0,13.0,0.0,26.0,9.0,4.0,2.0,7.0,21.0,13.0,6.0,16.0,3.0,153.0
wild,0.0,4.0,15.0,49.0,0.0,20.0,11.0,7.0,14.0,0.0,1.0,23.0,1.0,1.0,6.0,152.0
tomorrow,0.0,9.0,2.0,9.0,1.0,15.0,16.0,18.0,10.0,1.0,24.0,5.0,3.0,8.0,31.0,152.0
taste,4.0,5.0,24.0,3.0,3.0,9.0,12.0,14.0,3.0,13.0,4.0,6.0,13.0,35.0,4.0,152.0
past,5.0,19.0,8.0,7.0,3.0,22.0,10.0,8.0,11.0,6.0,7.0,6.0,14.0,22.0,3.0,151.0
talking,6.0,7.0,18.0,9.0,14.0,14.0,12.0,13.0,18.0,2.0,6.0,18.0,2.0,3.0,9.0,151.0
dog,2.0,15.0,20.0,7.0,2.0,24.0,8.0,17.0,12.0,0.0,1.0,18.0,16.0,7.0,2.0,151.0
bang,0.0,2.0,2.0,0.0,0.0,36.0,36.0,38.0,2.0,1.0,3.0,4.0,0.0,27.0,0.0,151.0
reach,3.0,18.0,26.0,0.0,11.0,11.0,8.0,7.0,8.0,6.0,0.0,24.0,0.0,27.0,1.0,150.0
gave,1.0,22.0,19.0,8.0,4.0,5.0,6.0,11.0,10.0,6.0,2.0,19.0,3.0,20.0,14.0,150.0
singing,2.0,6.0,11.0,18.0,7.0,20.0,8.0,11.0,3.0,1.0,9.0,40.0,1.0,4.0,9.0,150.0
breathe,8.0,11.0,5.0,6.0,7.0,4.0,20.0,27.0,0.0,35.0,1.0,4.0,0.0,18.0,4.0,150.0
blow,6.0,5.0,18.0,4.0,18.0,5.0,14.0,8.0,8.0,2.0,22.0,11.0,8.0,7.0,14.0,150.0
fast,2.0,9.0,18.0,15.0,10.0,10.0,24.0,7.0,6.0,1.0,5.0,7.0,13.0,19.0,3.0,149.0
future,6.0,18.0,10.0,10.0,6.0,16.0,16.0,13.0,5.0,7.0,20.0,8.0,8.0,2.0,3.0,148.0
cut,16.0,16.0,23.0,0.0,15.0,6.0,6.0,9.0,25.0,2.0,5.0,13.0,1.0,8.0,3.0,148.0
nowhere,6.0,9.0,11.0,9.0,6.0,22.0,7.0,14.0,3.0,2.0,5.0,4.0,6.0,34.0,9.0,147.0
perfect,2.0,4.0,44.0,1.0,4.0,9.0,8.0,10.0,3.0,24.0,4.0,9.0,3.0,18.0,4.0,147.0
speak,6.0,6.0,10.0,6.0,8.0,5.0,22.0,6.0,8.0,6.0,1.0,14.0,13.0,29.0,7.0,147.0
da,0.0,8.0,16.0,0.0,4.0,15.0,2.0,15.0,1.0,0.0,38.0,14.0,21.0,12.0,0.0,146.0
belong,2.0,13.0,15.0,12.0,8.0,12.0,9.0,3.0,1.0,12.0,1.0,15.0,4.0,38.0,1.0,146.0
different,0.0,34.0,10.0,24.0,4.0,12.0,5.0,3.0,1.0,7.0,2.0,2.0,30.0,8.0,3.0,145.0
space,0.0,3.0,48.0,5.0,6.0,12.0,5.0,8.0,15.0,1.0,18.0,6.0,4.0,12.0,2.0,145.0
nice,8.0,5.0,14.0,7.0,21.0,22.0,4.0,5.0,33.0,1.0,4.0,14.0,1.0,0.0,6.0,145.0
somewhere,2.0,11.0,10.0,3.0,10.0,25.0,17.0,23.0,0.0,4.0,11.0,4.0,0.0,18.0,7.0,145.0
bleed,1.0,22.0,14.0,1.0,3.0,16.0,5.0,24.0,1.0,6.0,0.0,2.0,2.0,24.0,23.0,144.0
anyone,0.0,13.0,10.0,13.0,5.0,18.0,1.0,5.0,3.0,1.0,16.0,11.0,1.0,44.0,3.0,144.0
feels,3.0,10.0,23.0,10.0,4.0,13.0,3.0,4.0,3.0,26.0,4.0,25.0,6.0,2.0,8.0,144.0
dark,4.0,25.0,12.0,3.0,10.0,5.0,11.0,23.0,5.0,1.0,2.0,18.0,3.0,16.0,6.0,144.0
knees,0.0,6.0,18.0,22.0,6.0,12.0,8.0,10.0,7.0,14.0,2.0,13.0,4.0,11.0,10.0,143.0
cool,2.0,9.0,25.0,0.0,6.0,2.0,8.0,2.0,18.0,4.0,2.0,37.0,2.0,22.0,4.0,143.0
apart,0.0,9.0,3.0,3.0,3.0,11.0,15.0,15.0,1.0,31.0,4.0,17.0,1.0,27.0,2.0,142.0
carry,0.0,22.0,19.0,30.0,2.0,3.0,26.0,11.0,9.0,4.0,2.0,0.0,1.0,13.0,0.0,142.0
year,0.0,10.0,7.0,2.0,2.0,19.0,9.0,35.0,12.0,0.0,7.0,19.0,14.0,5.0,0.0,141.0
ones,2.0,14.0,14.0,4.0,8.0,33.0,2.0,8.0,1.0,12.0,5.0,19.0,4.0,10.0,5.0,141.0
great,1.0,7.0,35.0,0.0,10.0,10.0,16.0,1.0,4.0,13.0,8.0,19.0,7.0,9.0,0.0,140.0
trouble,3.0,16.0,13.0,19.0,2.0,16.0,6.0,4.0,7.0,0.0,32.0,2.0,10.0,6.0,3.0,139.0
read,9.0,8.0,19.0,4.0,6.0,13.0,18.0,9.0,18.0,1.0,6.0,12.0,3.0,4.0,9.0,139.0
clear,5.0,15.0,14.0,5.0,3.0,3.0,6.0,26.0,15.0,10.0,2.0,11.0,9.0,13.0,2.0,139.0
bye,8.0,2.0,8.0,22.0,2.0,1.0,0.0,3.0,0.0,8.0,57.0,6.0,0.0,18.0,3.0,138.0
bright,6.0,8.0,25.0,8.0,3.0,1.0,20.0,6.0,1.0,4.0,9.0,9.0,4.0,33.0,1.0,138.0
fade,1.0,24.0,5.0,27.0,7.0,4.0,3.0,8.0,4.0,7.0,15.0,8.0,6.0,19.0,0.0,138.0
turning,2.0,9.0,11.0,14.0,5.0,13.0,5.0,25.0,1.0,3.0,6.0,16.0,3.0,12.0,13.0,138.0
strange,1.0,5.0,9.0,8.0,2.0,15.0,22.0,2.0,1.0,0.0,16.0,5.0,2.0,40.0,10.0,138.0
bones,6.0,5.0,4.0,6.0,8.0,3.0,10.0,41.0,2.0,3.0,5.0,6.0,1.0,15.0,22.0,137.0
lord,0.0,6.0,24.0,11.0,3.0,8.0,20.0,20.0,1.0,3.0,13.0,17.0,0.0,9.0,2.0,137.0
half,1.0,4.0,18.0,12.0,9.0,11.0,15.0,2.0,15.0,2.0,13.0,8.0,2.0,8.0,16.0,136.0
known,0.0,10.0,10.0,13.0,1.0,16.0,8.0,19.0,28.0,3.0,6.0,4.0,6.0,9.0,3.0,136.0
earth,1.0,16.0,15.0,1.0,13.0,20.0,5.0,1.0,13.0,0.0,3.0,16.0,2.0,24.0,6.0,136.0
standing,4.0,11.0,13.0,8.0,11.0,19.0,21.0,13.0,2.0,5.0,6.0,7.0,5.0,8.0,2.0,135.0
mouth,5.0,5.0,23.0,15.0,4.0,14.0,12.0,6.0,8.0,10.0,2.0,7.0,5.0,12.0,7.0,135.0
wall,5.0,6.0,9.0,9.0,10.0,15.0,18.0,7.0,13.0,6.0,5.0,10.0,2.0,16.0,4.0,135.0
drive,1.0,8.0,11.0,7.0,12.0,19.0,8.0,7.0,10.0,0.0,8.0,11.0,4.0,19.0,10.0,135.0
empty,1.0,11.0,5.0,4.0,7.0,10.0,19.0,22.0,3.0,2.0,9.0,11.0,3.0,25.0,2.0,134.0
faith,0.0,15.0,11.0,22.0,1.0,15.0,3.0,16.0,0.0,7.0,0.0,4.0,0.0,40.0,0.0,134.0
children,0.0,9.0,13.0,8.0,39.0,19.0,16.0,5.0,1.0,2.0,5.0,3.0,4.0,9.0,1.0,134.0
hearts,0.0,16.0,7.0,5.0,19.0,35.0,2.0,14.0,0.0,3.0,4.0,11.0,0.0,11.0,6.0,133.0
blame,2.0,15.0,4.0,13.0,12.0,6.0,23.0,11.0,3.0,5.0,1.0,13.0,5.0,20.0,0.0,133.0
top,5.0,5.0,21.0,8.0,0.0,8.0,5.0,2.0,20.0,3.0,3.0,20.0,19.0,6.0,8.0,133.0
river,0.0,13.0,15.0,5.0,5.0,7.0,39.0,19.0,4.0,0.0,1.0,3.0,0.0,6.0,15.0,132.0
brain,0.0,21.0,13.0,11.0,5.0,9.0,1.0,6.0,19.0,0.0,10.0,25.0,3.0,1.0,8.0,132.0
straight,20.0,8.0,16.0,0.0,6.0,10.0,5.0,4.0,20.0,5.0,8.0,9.0,3.0,7.0,11.0,132.0
thoughts,0.0,28.0,6.0,10.0,3.0,16.0,5.0,4.0,15.0,2.0,9.0,12.0,5.0,15.0,1.0,131.0
ready,0.0,5.0,12.0,2.0,6.0,18.0,11.0,11.0,15.0,17.0,5.0,15.0,4.0,9.0,1.0,131.0
loves,7.0,14.0,12.0,4.0,2.0,6.0,3.0,6.0,0.0,1.0,18.0,36.0,2.0,14.0,6.0,131.0
dear,2.0,10.0,11.0,2.0,3.0,2.0,3.0,45.0,6.0,2.0,16.0,4.0,1.0,24.0,0.0,131.0
rise,2.0,34.0,12.0,7.0,1.0,10.0,3.0,10.0,15.0,1.0,1.0,12.0,0.0,13.0,9.0,130.0
promise,17.0,4.0,9.0,4.0,15.0,13.0,8.0,20.0,0.0,4.0,0.0,11.0,4.0,20.0,1.0,130.0
follow,4.0,14.0,3.0,0.0,23.0,12.0,17.0,12.0,2.0,6.0,0.0,8.0,2.0,25.0,2.0,130.0
called,2.0,7.0,24.0,6.0,1.0,11.0,36.0,5.0,13.0,4.0,5.0,8.0,1.0,6.0,1.0,130.0
learn,2.0,1.0,10.0,4.0,5.0,7.0,18.0,24.0,10.0,4.0,4.0,21.0,2.0,14.0,3.0,129.0
worth,3.0,11.0,8.0,11.0,0.0,23.0,9.0,1.0,10.0,5.0,12.0,12.0,4.0,20.0,0.0,129.0
takes,2.0,11.0,5.0,9.0,1.0,8.0,9.0,10.0,16.0,1.0,12.0,12.0,7.0,17.0,8.0,128.0
yet,4.0,16.0,12.0,2.0,4.0,7.0,6.0,18.0,15.0,2.0,14.0,1.0,4.0,22.0,1.0,128.0
fool,1.0,12.0,12.0,3.0,3.0,19.0,8.0,12.0,9.0,1.0,6.0,7.0,4.0,27.0,4.0,128.0
hair,2.0,4.0,21.0,2.0,5.0,6.0,11.0,7.0,15.0,2.0,6.0,25.0,3.0,14.0,5.0,128.0
power,0.0,6.0,19.0,1.0,5.0,3.0,4.0,4.0,19.0,3.0,0.0,2.0,2.0,48.0,11.0,127.0
story,3.0,6.0,30.0,12.0,2.0,16.0,25.0,5.0,12.0,0.0,3.0,7.0,4.0,0.0,2.0,127.0
everywhere,1.0,9.0,16.0,4.0,2.0,11.0,13.0,8.0,2.0,7.0,3.0,7.0,2.0,39.0,3.0,127.0
fell,2.0,9.0,4.0,3.0,8.0,18.0,23.0,13.0,1.0,2.0,4.0,17.0,2.0,4.0,17.0,127.0
catch,1.0,4.0,10.0,17.0,2.0,10.0,11.0,8.0,27.0,2.0,6.0,7.0,7.0,15.0,0.0,127.0
laugh,1.0,16.0,14.0,10.0,13.0,2.0,14.0,4.0,3.0,1.0,6.0,16.0,7.0,16.0,3.0,126.0
use,4.0,11.0,20.0,0.0,9.0,7.0,5.0,14.0,8.0,12.0,0.0,13.0,13.0,10.0,0.0,126.0
kid,5.0,6.0,30.0,1.0,9.0,13.0,2.0,8.0,16.0,0.0,5.0,15.0,1.0,10.0,5.0,126.0
spin,0.0,62.0,13.0,0.0,4.0,2.0,11.0,16.0,7.0,0.0,0.0,3.0,1.0,4.0,2.0,125.0
needs,2.0,8.0,11.0,4.0,0.0,2.0,8.0,5.0,6.0,0.0,9.0,49.0,10.0,10.0,1.0,125.0
win,4.0,5.0,14.0,1.0,1.0,6.0,16.0,6.0,43.0,3.0,2.0,9.0,3.0,8.0,4.0,125.0
band,1.0,8.0,35.0,12.0,3.0,6.0,3.0,27.0,5.0,0.0,3.0,11.0,8.0,3.0,0.0,125.0
voice,4.0,11.0,10.0,0.0,6.0,8.0,23.0,6.0,8.0,14.0,3.0,18.0,1.0,11.0,1.0,124.0
check,0.0,2.0,16.0,0.0,3.0,4.0,2.0,7.0,71.0,0.0,1.0,7.0,4.0,5.0,2.0,124.0
bout,0.0,8.0,17.0,32.0,1.0,17.0,1.0,2.0,8.0,2.0,10.0,22.0,0.0,1.0,3.0,124.0
hanging,0.0,12.0,3.0,4.0,18.0,18.0,2.0,18.0,1.0,2.0,2.0,16.0,1.0,6.0,19.0,122.0
